product_id,product_items_sold,product_total_revenue,product_avg_price,product_category
389d119b48cf3043d311335e499d9c6b,56,4042.62,55.12660714285715,garden_tools
aca2eb7d00ea1a7b8ebd4e68314663af,52,4380.360000000001,71.45384615384616,furniture_decor
99a4788cb24856965c36a24e339b6058,50,5229.1,88.80380000000001,bed_bath_table
422879e10f46682990de24d770e7f83d,50,3538.06,53.880599999999994,garden_tools
368c6c730842d78016ad823897a372db,42,3062.75,54.62619047619048,garden_tools
d1c427060a0f73f6b889a5c7c61f2ac4,42,7348.95,136.7345238095238,computers_accessories
a62e25e09e05e6faf31d90c6ec1aa3d1,41,4990.91,106.82926829268293,watches_gifts
53b36df67ebb7c41585e8d54d6772e08,40,5213.17,120.87425,watches_gifts
53759a2ecddad2bb87a079a1f1519f73,39,2896.0099999999998,54.42307692307692,garden_tools
7c1bd920dbdf22470b68bde975dd3ccf,30,2262.49,60.42333333333333,health_beauty
154e7e31ebfa092203795c972e5804a6,27,955.92,22.360370370370365,health_beauty
a92930c327948861c015c919a0bcb4a8,23,2191.45,78.0,watches_gifts
2b4609f8948be18874494203496bc318,23,2409.01,88.25086956521739,health_beauty
b532349fe46b38fbc7bb3914c1bdae07,21,1058.6,35.97857142857143,furniture_decor
3dd2a17168ec895c781a9191c1e95ad7,20,3593.05,150.4,computers_accessories
bb50f2e236e5eea0100680137654686c,20,6932.0199999999995,327.25,health_beauty
b0961721fd839e9982420e807758a2a6,20,1535.21,58.4,garden_tools
c6dd917a0be2a704582055949915ab32,18,2051.5,96.09055555555555,cool_stuff
42a2c92a0979a949ca4ea89ec5c7b934,18,1406.28,59.48888888888889,housewares
e0cf79767c5b016251fe139915c59a26,18,733.91,29.899999999999995,health_beauty
5a848e4ab52fd5445cdc07aab1c40e48,18,2489.49,122.98999999999998,unknown
656e0eca68dcecf6a31b8ececfabe3e8,18,1853.91,86.06,computers_accessories
4c2394abfbac7ff59ec7a420918562fa,17,1694.5,84.99,health_beauty
35afc973633aaeb6b877ff57b2793310,17,1743.57,87.08235294117648,home_confort
e0d64dcfaa3b6db5c54ca298ae101d05,17,3128.95,166.60882352941175,watches_gifts
e53e557d5a159f5aa2c5e995dfdf244b,17,1717.32,86.30235294117648,computers_accessories
19c91ef95d509ea33eda93495c4d3481,17,2664.46,122.28411764705882,health_beauty
165f86fe8b799a708a20ee4ba125c289,16,2992.43,164.0525,cool_stuff
9ecadb84c81da840dbf3564378b586e9,16,826.44,36.87375,furniture_decor
962a6951154f98f2c8e9a5b8b2bcf4a9,15,1490.46,75.0,furniture_decor
a6ad77b15e566298a4e8ee2011ab1255,15,694.0600000000001,29.240000000000002,furniture_decor
2a2d22ae30e026f1893083c8405ca522,15,2484.53,141.97333333333333,bed_bath_table
